index,cpd_id,action,variable,value,note,comment,reference,phase,date
277,m00340,add,kegg_alt,C02314,,,,updating KEGG annotations,2/10/15
278,m00349,add,kegg_alt,C00376,,,,updating KEGG annotations,2/10/15
279,m00352,add,kegg_alt,C11061,,,,updating KEGG annotations,2/10/15
280,m00355,add,kegg_alt,C09115,,,,updating KEGG annotations,2/10/15
281,m00357,add,kegg_alt,C08965,,,,updating KEGG annotations,2/10/15
282,m00358,add,kegg_alt,C18178,,,,updating KEGG annotations,2/10/15
283,m00368,add,kegg_alt,C09115,,,,updating KEGG annotations,2/10/15
284,m00368,add,kegg_alt,C17013,,,,updating KEGG annotations,2/10/15
285,m00369,add,kegg_alt,C18178,,,,updating KEGG annotations,2/10/15
286,m00369,add,kegg_alt,C18179,,,,updating KEGG annotations,2/10/15
287,m00370,add,kegg_alt,C18178,,,,updating KEGG annotations,2/10/15
288,m00370,add,kegg_alt,C18179,,,,updating KEGG annotations,2/10/15
289,m00373,add,kegg_alt,C00909,,,,updating KEGG annotations,2/10/15
290,m00373,add,kegg_alt,C02645,,,,updating KEGG annotations,2/10/15
291,m00374,add,kegg_alt,C04742,,,,updating KEGG annotations,2/10/15
292,m00376,add,kegg_alt,C00909,,,,updating KEGG annotations,2/10/15
293,m00376,add,kegg_alt,C02645,,,,updating KEGG annotations,2/10/15
294,m00378,add,kegg_alt,C14970,,,,updating KEGG annotations,2/10/15
295,m00378,add,kegg_alt,C15285,,,,updating KEGG annotations,2/10/15
296,m00379,add,kegg_alt,C05949,,,,updating KEGG annotations,2/10/15
297,m00379,add,kegg_alt,C05954,,,,updating KEGG annotations,2/10/15
298,m00382,add,kegg_alt,C05949,,,,updating KEGG annotations,2/10/15
299,m00382,add,kegg_alt,C05954,,,,updating KEGG annotations,2/10/15
300,m00384,add,kegg_alt,C05949,,,,updating KEGG annotations,2/10/15
301,m00384,add,kegg_alt,C05954,,,,updating KEGG annotations,2/10/15
302,m00385,add,kegg_alt,C06093,,,,updating KEGG annotations,2/10/15
303,m00386,add,kegg_alt,C00427,,,,updating KEGG annotations,2/10/15
304,m00388,add,kegg_alt,C00427,,,,updating KEGG annotations,2/10/15
305,m00388,add,kegg_alt,C01312,,,,updating KEGG annotations,2/10/15
306,m00389,add,kegg_alt,C04758,,,,updating KEGG annotations,2/10/15
307,m00394,add,kegg_alt,C04707,,,,updating KEGG annotations,2/10/15
308,m00394,add,kegg_alt,C04758,,,,updating KEGG annotations,2/10/15
309,m00412,add,kegg_alt,C05298,,,,updating KEGG annotations,2/10/15
310,m00412,add,kegg_alt,C05300,,,,updating KEGG annotations,2/10/15
311,m00413,add,kegg_alt,C05298,,,,updating KEGG annotations,2/10/15
312,m00413,add,kegg_alt,C05300,,,,updating KEGG annotations,2/10/15
313,m00415,add,kegg_alt,C09115,,,,updating KEGG annotations,2/10/15
314,m00417,add,kegg_alt,C18178,,,,updating KEGG annotations,2/10/15
315,m00417,add,kegg_alt,C18179,,,,updating KEGG annotations,2/10/15
316,m00431,add,kegg_alt,C05290,,,,updating KEGG annotations,2/10/15
317,m00432,add,kegg_alt,C05294,,,,updating KEGG annotations,2/10/15
318,m00448,add,kegg_alt,C03805,,,,updating KEGG annotations,2/10/15
319,m00458,add,kegg_alt,C03630,,,,updating KEGG annotations,2/10/15
320,m00462,add,kegg_alt,C03805,,,,updating KEGG annotations,2/10/15
321,m00495,add,kegg_alt,C03805,,,,updating KEGG annotations,2/10/15
322,m00498,add,kegg_alt,C15989,,,,updating KEGG annotations,2/10/15
323,m00520,add,kegg_alt,C16488,,,,updating KEGG annotations,2/10/15
324,m00585,add,kegg_alt,C05950,,,,updating KEGG annotations,2/10/15
325,m00589,add,kegg_alt,C09115,,,,updating KEGG annotations,2/10/15
326,m00590,add,kegg_alt,C00959,,,,updating KEGG annotations,2/10/15
327,m00593,add,kegg_alt,C18178,,,,updating KEGG annotations,2/10/15
328,m00593,add,kegg_alt,C18179,,,,updating KEGG annotations,2/10/15
329,m00597,add,kegg_alt,C02314,,,,updating KEGG annotations,2/10/15
330,m00598,add,kegg_alt,C00427,,,,updating KEGG annotations,2/10/15
331,m00600,add,kegg_alt,C04707,,,,updating KEGG annotations,2/10/15
332,m00600,add,kegg_alt,C04758,,,,updating KEGG annotations,2/10/15
333,m00607,add,kegg_alt,C08899,,,,updating KEGG annotations,2/10/15
334,m00608,add,kegg_alt,C01673,,,,updating KEGG annotations,2/10/15
335,m00612,add,kegg_alt,C08891,,,,updating KEGG annotations,2/10/15
336,m00613,add,kegg_alt,C08154,,,,updating KEGG annotations,2/10/15
337,m00620,add,kegg_alt,C08211,,,,updating KEGG annotations,2/10/15
338,m00624,add,kegg_alt,C05455,,,,updating KEGG annotations,2/10/15
339,m00644,add,kegg_alt,C05140,,,,updating KEGG annotations,2/10/15
340,m00645,add,kegg_alt,C05285,,,,updating KEGG annotations,2/10/15
341,m00666,add,kegg_alt,C01757,,,,updating KEGG annotations,2/10/15
342,m00678,add,kegg_alt,C01920,,,,updating KEGG annotations,2/10/15
343,m00679,add,kegg_alt,C16169,,,,updating KEGG annotations,2/10/15
344,m00680,add,kegg_alt,C16168,,,,updating KEGG annotations,2/10/15
345,m00680,add,kegg_alt,C16387,,,,updating KEGG annotations,2/10/15
346,m00685,add,kegg_alt,C05260,,,,updating KEGG annotations,2/10/15
347,m00687,add,kegg_alt,C07357,,,,updating KEGG annotations,2/10/15
348,m00687,add,kegg_alt,C15753,,,,updating KEGG annotations,2/10/15
349,m00688,add,kegg_alt,C16329,,,,updating KEGG annotations,2/10/15
350,m00694,add,kegg_alt,C16505,,,,updating KEGG annotations,2/10/15
351,m00695,add,kegg_alt,C16505,,,,updating KEGG annotations,2/10/15
352,m00706,add,kegg_alt,C05268,,,,updating KEGG annotations,2/10/15
353,m00717,add,kegg_alt,C16388,,,,updating KEGG annotations,2/10/15
354,m00718,add,kegg_alt,C16388,,,,updating KEGG annotations,2/10/15
355,m00731,add,kegg_alt,C02445,,,,updating KEGG annotations,2/10/15
356,m00731,add,kegg_alt,C08471,,,,updating KEGG annotations,2/10/15
357,m00735,add,kegg_alt,C17238,,,,updating KEGG annotations,2/10/15
358,m00746,add,kegg_alt,C04722,,,,updating KEGG annotations,2/10/15
359,m00747,add,kegg_alt,C04722,,,,updating KEGG annotations,2/10/15
360,m00753,add,kegg_alt,C04554,,,,updating KEGG annotations,2/10/15
361,m00757,add,kegg_alt,C05445,,,,updating KEGG annotations,2/10/15
362,m00757,add,kegg_alt,C05453,,,,updating KEGG annotations,2/10/15
363,m00763,add,kegg_alt,C01561,,,,updating KEGG annotations,2/10/15
364,m00763,add,kegg_alt,C05455,,,,updating KEGG annotations,2/10/15
365,m00764,add,kegg_alt,C01673,,,,updating KEGG annotations,2/10/15
366,m00764,add,kegg_alt,C03963,,,,updating KEGG annotations,2/10/15
367,m00766,add,kegg_alt,C03343,,,,updating KEGG annotations,2/10/15
368,m00766,add,kegg_alt,C14214,,,,updating KEGG annotations,2/10/15
369,m00772,add,kegg_alt,C11516,,,,updating KEGG annotations,2/10/15
370,m00797,add,kegg_alt,C03237,,,,updating KEGG annotations,2/10/15
371,m00801,add,kegg_alt,C16375,,,,updating KEGG annotations,2/10/15
372,m00825,add,kegg_alt,C07411,,,,updating KEGG annotations,2/10/15
373,m00830,add,kegg_alt,C07194,,,,updating KEGG annotations,2/10/15
374,m00831,add,kegg_alt,C03685,,,,updating KEGG annotations,2/10/15
375,m00832,add,kegg_alt,C05261,,,,updating KEGG annotations,2/10/15
376,m00833,add,kegg_alt,C05259,,,,updating KEGG annotations,2/10/15
377,m00835,add,kegg_alt,C10373,,,,updating KEGG annotations,2/10/15
378,m00837,add,kegg_alt,C15818,,,,updating KEGG annotations,2/10/15
379,m00838,add,kegg_alt,C16330,,,,updating KEGG annotations,2/10/15
380,m00845,add,kegg_alt,C05269,,,,updating KEGG annotations,2/10/15
381,m00850,add,kegg_alt,C16508,,,,updating KEGG annotations,2/10/15
382,m00855,add,kegg_alt,C16331,,,,updating KEGG annotations,2/10/15
383,m00877,add,kegg_alt,C09812,,,,updating KEGG annotations,2/10/15
384,m00877,add,kegg_alt,C16469,,,,updating KEGG annotations,2/10/15
385,m00884,add,kegg_alt,C16327,,,,updating KEGG annotations,2/10/15
386,m00887,add,kegg_alt,C07297,,,,updating KEGG annotations,2/10/15
387,m00889,add,kegg_alt,C03685,,,,updating KEGG annotations,2/10/15
388,m00938,add,kegg_alt,C08618,,,,updating KEGG annotations,2/10/15
389,m00938,add,kegg_alt,C08622,,,,updating KEGG annotations,2/10/15
390,m00939,add,kegg_alt,C01943,,,,updating KEGG annotations,2/10/15
391,m00940,add,kegg_alt,C08621,,,,updating KEGG annotations,2/10/15
392,m00942,add,kegg_alt,C05108,,,,updating KEGG annotations,2/10/15
393,m00942,add,kegg_alt,C05442,,,,updating KEGG annotations,2/10/15
394,m00954,add,kegg_alt,C04840,,,,updating KEGG annotations,2/10/15
395,m00958,add,kegg_alt,C11509,,,,updating KEGG annotations,2/10/15
396,m00960,add,kegg_alt,C15796,,,,updating KEGG annotations,2/10/15
397,m00961,add,kegg_alt,C03910,,,,updating KEGG annotations,2/10/15
398,m00961,add,kegg_alt,C11509,,,,updating KEGG annotations,2/10/15
399,m00963,add,kegg_alt,C04416,,,,updating KEGG annotations,2/10/15
400,m00963,add,kegg_alt,C15796,,,,updating KEGG annotations,2/10/15
401,m00964,add,kegg_alt,C14152,,,,updating KEGG annotations,2/10/15
402,m00976,add,kegg_alt,C08899,,,,updating KEGG annotations,2/10/15
403,m00977,add,kegg_alt,C08899,,,,updating KEGG annotations,2/10/15
404,m00978,add,kegg_alt,C17331,,,,updating KEGG annotations,2/10/15
405,m00979,add,kegg_alt,C17336,,,,updating KEGG annotations,2/10/15
406,m00980,add,kegg_alt,C05275,,,,updating KEGG annotations,2/10/15
407,m00984,add,kegg_alt,C17013,,,,updating KEGG annotations,2/10/15
408,m00988,add,kegg_alt,C02445,,,,updating KEGG annotations,2/10/15
409,m00991,add,kegg_alt,C06661,,,,updating KEGG annotations,2/10/15
410,m00994,add,kegg_alt,C07119,,,,updating KEGG annotations,2/10/15
411,m00994,add,kegg_alt,C08158,,,,updating KEGG annotations,2/10/15
412,m00999,add,kegg_alt,C18178,,,,updating KEGG annotations,2/10/15
413,m00999,add,kegg_alt,C18179,,,,updating KEGG annotations,2/10/15
414,m01008,add,kegg_alt,C06087,,,,updating KEGG annotations,2/10/15
415,m01008,add,kegg_alt,C07198,,,,updating KEGG annotations,2/10/15
416,m01011,add,kegg_alt,C04676,,,,updating KEGG annotations,2/10/15
417,m01011,add,kegg_alt,C05140,,,,updating KEGG annotations,2/10/15
418,m01012,add,kegg_alt,C02197,,,,updating KEGG annotations,2/10/15
419,m01017,add,kegg_alt,C05271,,,,updating KEGG annotations,2/10/15
420,m01022,add,kegg_alt,C07058,,,,updating KEGG annotations,2/10/15
421,m01022,add,kegg_alt,C09188,,,,updating KEGG annotations,2/10/15
422,m01023,add,kegg_alt,C07058,,,,updating KEGG annotations,2/10/15
423,m01023,add,kegg_alt,C09188,,,,updating KEGG annotations,2/10/15
424,m01026,add,kegg_alt,C09119,,,,updating KEGG annotations,2/10/15
425,m01026,add,kegg_alt,C09194,,,,updating KEGG annotations,2/10/15
426,m01027,add,kegg_alt,C09772,,,,updating KEGG annotations,2/10/15
427,m01028,add,kegg_alt,C14249,,,,updating KEGG annotations,2/10/15
428,m01030,add,kegg_alt,C19867,,,,updating KEGG annotations,2/10/15
429,m01038,add,kegg_alt,C09067,,,,updating KEGG annotations,2/10/15
430,m01038,add,kegg_alt,C09081,,,,updating KEGG annotations,2/10/15
431,m01039,add,kegg_alt,C02645,,,,updating KEGG annotations,2/10/15
432,m01041,add,kegg_alt,C05954,,,,updating KEGG annotations,2/10/15
433,m01046,add,kegg_alt,C04707,,,,updating KEGG annotations,2/10/15
434,m01046,add,kegg_alt,C04758,,,,updating KEGG annotations,2/10/15
435,m01047,add,kegg_alt,C00427,,,,updating KEGG annotations,2/10/15
436,m01049,add,kegg_alt,C05949,,,,updating KEGG annotations,2/10/15
437,m01049,add,kegg_alt,C05954,,,,updating KEGG annotations,2/10/15
438,m01050,add,kegg_alt,C00959,,,,updating KEGG annotations,2/10/15
439,m01050,add,kegg_alt,C04685,,,,updating KEGG annotations,2/10/15
440,m01056,add,kegg_alt,C18175,,,,updating KEGG annotations,2/10/15
441,m01057,add,kegg_alt,C06093,,,,updating KEGG annotations,2/10/15
442,m01061,add,kegg_alt,C02314,,,,updating KEGG annotations,2/10/15
443,m01061,add,kegg_alt,C04741,,,,updating KEGG annotations,2/10/15
444,m01062,add,kegg_alt,C02314,,,,updating KEGG annotations,2/10/15
445,m01062,add,kegg_alt,C04741,,,,updating KEGG annotations,2/10/15
446,m01065,add,kegg_alt,C07632,,,,updating KEGG annotations,2/10/15
447,m01067,add,kegg_alt,C05107,,,,updating KEGG annotations,2/10/15
448,m01067,add,kegg_alt,C15357,,,,updating KEGG annotations,2/10/15
449,m01076,add,kegg_alt,C05425,,,,updating KEGG annotations,2/10/15
450,m01076,add,kegg_alt,C05444,,,,updating KEGG annotations,2/10/15
451,m01077,add,kegg_alt,C05446,,,,updating KEGG annotations,2/10/15
452,m01079,add,kegg_alt,C05446,,,,updating KEGG annotations,2/10/15
453,m01081,add,kegg_alt,C04554,,,,updating KEGG annotations,2/10/15
454,m01082,add,kegg_alt,C04554,,,,updating KEGG annotations,2/10/15
455,m01086,add,kegg_alt,C16890,,,,updating KEGG annotations,2/10/15
456,m01088,add,kegg_alt,C16890,,,,updating KEGG annotations,2/10/15
457,m01091,add,kegg_alt,C16890,,,,updating KEGG annotations,2/10/15
458,m01094,add,kegg_alt,C05425,,,,updating KEGG annotations,2/10/15
459,m01094,add,kegg_alt,C05444,,,,updating KEGG annotations,2/10/15
460,m01096,add,kegg_alt,C09685,,,,updating KEGG annotations,2/10/15
461,m01097,add,kegg_alt,C14183,,,,updating KEGG annotations,2/10/15
462,m01097,add,kegg_alt,C14300,,,,updating KEGG annotations,2/10/15
463,m01111,add,kegg_alt,C01877,,,,updating KEGG annotations,2/10/15
464,m01111,add,kegg_alt,C01879,,,,updating KEGG annotations,2/10/15
465,m01113,add,kegg_alt,C17902,,,,updating KEGG annotations,2/10/15
466,m01118,add,kegg_alt,C05949,,,,updating KEGG annotations,2/10/15
467,m01123,add,kegg_alt,C00909,,,,updating KEGG annotations,2/10/15
468,m01126,add,kegg_alt,C14732,,,,updating KEGG annotations,2/10/15
469,m01141,add,kegg_alt,C05273,,,,updating KEGG annotations,2/10/15
470,m01150,add,kegg_alt,C06088,,,,updating KEGG annotations,2/10/15
471,m01150,add,kegg_alt,C09205,,,,updating KEGG annotations,2/10/15
472,m01151,add,kegg_alt,C04685,,,,updating KEGG annotations,2/10/15
473,m01152,add,kegg_alt,C04685,,,,updating KEGG annotations,2/10/15
474,m01153,add,kegg_alt,C09205,,,,updating KEGG annotations,2/10/15
475,m01154,add,kegg_alt,C00079,,,,updating KEGG annotations,2/10/15
476,m01160,add,kegg_alt,C10733,,,,updating KEGG annotations,2/10/15
477,m01160,add,kegg_alt,C13244,,,,updating KEGG annotations,2/10/15
478,m01168,add,kegg_alt,C05961,,,,updating KEGG annotations,2/10/15
479,m01171,add,kegg_alt,C00959,,,,updating KEGG annotations,2/10/15
480,m01172,add,kegg_alt,C04685,,,,updating KEGG annotations,2/10/15
481,m01176,add,kegg_alt,C09693,,,,updating KEGG annotations,2/10/15
482,m01176,add,kegg_alt,C09694,,,,updating KEGG annotations,2/10/15
483,m01185,add,kegg_alt,C05475,,,,updating KEGG annotations,2/10/15
484,m01185,add,kegg_alt,C05478,,,,updating KEGG annotations,2/10/15
485,m01186,add,kegg_alt,C02140,,,,updating KEGG annotations,2/10/15
486,m01190,add,kegg_alt,C14749,,,,updating KEGG annotations,2/10/15
487,m01190,add,kegg_alt,C14768,,,,updating KEGG annotations,2/10/15
488,m01191,add,kegg_alt,C05272,,,,updating KEGG annotations,2/10/15
489,m01192,add,kegg_alt,C17013,,,,updating KEGG annotations,2/10/15
490,m01194,add,kegg_alt,C18178,,,,updating KEGG annotations,2/10/15
491,m01194,add,kegg_alt,C18179,,,,updating KEGG annotations,2/10/15
492,m01197,add,kegg_alt,C08362,,,,updating KEGG annotations,2/10/15
493,m01199,add,kegg_alt,C09657,,,,updating KEGG annotations,2/10/15
494,m01200,add,kegg_alt,C09693,,,,updating KEGG annotations,2/10/15
495,m01200,add,kegg_alt,C09694,,,,updating KEGG annotations,2/10/15
496,m01202,add,kegg_alt,C14776,,,,updating KEGG annotations,2/10/15
497,m01204,add,kegg_alt,C09657,,,,updating KEGG annotations,2/10/15
498,m01220,add,kegg_alt,C07355,,,,updating KEGG annotations,2/10/15
499,m01221,add,kegg_alt,C04741,,,,updating KEGG annotations,2/10/15
500,m01222,add,kegg_alt,C05956,,,,updating KEGG annotations,2/10/15
501,m01222,add,kegg_alt,C05962,,,,updating KEGG annotations,2/10/15
502,m01223,add,kegg_alt,C05962,,,,updating KEGG annotations,2/10/15
503,m01224,add,kegg_alt,C07058,,,,updating KEGG annotations,2/10/15
504,m01225,add,kegg_alt,C03690,,,,updating KEGG annotations,2/10/15
505,m01226,add,kegg_alt,C08150,,,,updating KEGG annotations,2/10/15
506,m01226,add,kegg_alt,C15569,,,,updating KEGG annotations,2/10/15
507,m01228,add,kegg_alt,C14554,,,,updating KEGG annotations,2/10/15
508,m01228,add,kegg_alt,C14635,,,,updating KEGG annotations,2/10/15
509,m01229,add,kegg_alt,C06093,,,,updating KEGG annotations,2/10/15
510,m01229,add,kegg_alt,C09066,,,,updating KEGG annotations,2/10/15
511,m01231,add,kegg_alt,C07058,,,,updating KEGG annotations,2/10/15
512,m01231,add,kegg_alt,C09188,,,,updating KEGG annotations,2/10/15
513,m01232,add,kegg_alt,C16682,,,,updating KEGG annotations,2/10/15
514,m01233,add,kegg_alt,C11061,,,,updating KEGG annotations,2/10/15
515,m01234,add,kegg_alt,C00959,,,,updating KEGG annotations,2/10/15
516,m01235,add,kegg_alt,C16526,,,,updating KEGG annotations,2/10/15
517,m01239,add,kegg_alt,C14749,,,,updating KEGG annotations,2/10/15
518,m01244,add,kegg_alt,G00169,,,,updating KEGG annotations,2/10/15
519,m01250,add,kegg_alt,C00763,,,,updating KEGG annotations,2/10/15
520,m01259,add,kegg_alt,C02267,,,,updating KEGG annotations,2/10/15
521,m01262,add,kegg_alt,C06132,,,,updating KEGG annotations,2/10/15
522,m01264,add,kegg_alt,C04911,,,,updating KEGG annotations,2/10/15
523,m01264,add,kegg_alt,C04936,,,,updating KEGG annotations,2/10/15
524,m01269,add,kegg_alt,C04013,,,,updating KEGG annotations,2/10/15
525,m01272,add,kegg_alt,C04013,,,,updating KEGG annotations,2/10/15
526,m01275,add,kegg_alt,C04013,,,,updating KEGG annotations,2/10/15
527,m01277,add,kegg_alt,C04013,,,,updating KEGG annotations,2/10/15
528,m01292,add,kegg_alt,C06339,,,,updating KEGG annotations,2/10/15
529,m01314,add,kegg_alt,C13712,,,,updating KEGG annotations,2/10/15
530,m01324,add,kegg_alt,C04925,,,,updating KEGG annotations,2/10/15
531,m01324,add,kegg_alt,C04938,,,,updating KEGG annotations,2/10/15
532,m01348,add,kegg_alt,C15855,,,,updating KEGG annotations,2/10/15
533,m01382,add,kegg_alt,C06372,,,,updating KEGG annotations,2/10/15
534,m01489,add,kegg_alt,C14641,,,,updating KEGG annotations,2/10/15
535,m01503,add,kegg_alt,C14641,,,,updating KEGG annotations,2/10/15
536,m01586,add,kegg_alt,C00510,,,,updating KEGG annotations,2/10/15
537,m01586,add,kegg_alt,C16218,,,,updating KEGG annotations,2/10/15
538,m01589,add,kegg_alt,C05980,,,,updating KEGG annotations,2/10/15
539,m01607,add,kegg_alt,G00025,,,,updating KEGG annotations,2/10/15
540,m01624,add,kegg_alt,C00070,,,,updating KEGG annotations,2/10/15
541,m01664,add,kegg_alt,C16374,,,,updating KEGG annotations,2/10/15
542,m01738,add,kegg_alt,C17755,,,,updating KEGG annotations,2/10/15
543,m01739,add,kegg_alt,C02775,,,,updating KEGG annotations,2/10/15
544,m01768,add,kegg_alt,C13008,,,,updating KEGG annotations,2/10/15
545,m01769,add,kegg_alt,C16165,,,,updating KEGG annotations,2/10/15
546,m01791,add,kegg_alt,C09061,,,,updating KEGG annotations,2/10/15
547,m01793,add,kegg_alt,C14441,,,,updating KEGG annotations,2/10/15
548,m01844,add,kegg_alt,C00092,,,,updating KEGG annotations,2/10/15
549,m01844,add,kegg_alt,C00103,,,,updating KEGG annotations,2/10/15
550,m01847,add,kegg_alt,C04336,,,,updating KEGG annotations,2/10/15
551,m01861,add,kegg_alt,C06130,,,,updating KEGG annotations,2/10/15
552,m01931,add,kegg_alt,C01410,,,,updating KEGG annotations,2/10/15
553,m01942,add,kegg_alt,C04927,,,,updating KEGG annotations,2/10/15
554,m01944,add,kegg_alt,C06141,,,,updating KEGG annotations,2/10/15
555,m01980,add,kegg_alt,C03990,,,,updating KEGG annotations,2/10/15
556,m01999,add,kegg_alt,C06131,,,,updating KEGG annotations,2/10/15
557,m02004,add,kegg_alt,C05464,,,,updating KEGG annotations,2/10/15
558,m02004,add,kegg_alt,C05466,,,,updating KEGG annotations,2/10/15
559,m02013,add,kegg_alt,C04884,,,,updating KEGG annotations,2/10/15
560,m02013,add,kegg_alt,C04924,,,,updating KEGG annotations,2/10/15
561,m02035,add,kegg_alt,C17349,,,,updating KEGG annotations,2/10/15
562,m02097,add,kegg_alt,C11304,,,,updating KEGG annotations,2/10/15
563,m02097,add,kegg_alt,C11367,,,,updating KEGG annotations,2/10/15
564,m02149,add,kegg_alt,C13563,,,,updating KEGG annotations,2/10/15
565,m02181,add,kegg_alt,C03239,,,,updating KEGG annotations,2/10/15
566,m02181,add,kegg_alt,C03656,,,,updating KEGG annotations,2/10/15
567,m02190,add,kegg_alt,C03087,,,,updating KEGG annotations,2/10/15
568,m02330,add,kegg_alt,C04922,,,,updating KEGG annotations,2/10/15
569,m02361,add,kegg_alt,C17756,,,,updating KEGG annotations,2/10/15
570,m02422,add,kegg_alt,C01164,,,,updating KEGG annotations,2/10/15
571,m02443,add,kegg_alt,C19976,,,,updating KEGG annotations,2/10/15
572,m02449,add,kegg_alt,C00317,,,,updating KEGG annotations,2/10/15
573,m02456,add,kegg_alt,C16995,,,,updating KEGG annotations,2/10/15
574,m02457,add,kegg_alt,C03242,,,,updating KEGG annotations,2/10/15
575,m02457,add,kegg_alt,C09072,,,,updating KEGG annotations,2/10/15
576,m02478,add,kegg_alt,C07437,,,,updating KEGG annotations,2/10/15
577,m02499,add,kegg_alt,C09642,,,,updating KEGG annotations,2/10/15
578,m02520,add,kegg_alt,C11075,,,,updating KEGG annotations,2/10/15
579,m02561,add,kegg_alt,C00162,,,,updating KEGG annotations,2/10/15
580,m02568,add,kegg_alt,C15865,,,,updating KEGG annotations,2/10/15
581,m02599,add,kegg_alt,C03404,,,,updating KEGG annotations,2/10/15
582,m02599,add,kegg_alt,C07921,,,,updating KEGG annotations,2/10/15
583,m02603,add,kegg_alt,C07577,,,,updating KEGG annotations,2/10/15
584,m02603,add,kegg_alt,C07875,,,,updating KEGG annotations,2/10/15
585,m02618,add,kegg_alt,C00971,,,,updating KEGG annotations,2/10/15
586,m02618,add,kegg_alt,C02803,,,,updating KEGG annotations,2/10/15
587,m02632,add,kegg_alt,C00268,,,,updating KEGG annotations,2/10/15
588,m02648,add,kegg_alt,C09057,,,,updating KEGG annotations,2/10/15
589,m02649,add,kegg_alt,C14538,,,,updating KEGG annotations,2/10/15
590,m02667,add,kegg_alt,C02470,,,,updating KEGG annotations,2/10/15
591,m02715,add,kegg_alt,C00344,,,,updating KEGG annotations,2/10/15
592,m02716,add,kegg_alt,C04707,,,,updating KEGG annotations,2/10/15
593,m02717,add,kegg_alt,C03892,,,,updating KEGG annotations,2/10/15
594,m02761,add,kegg_alt,C03027,,,,updating KEGG annotations,2/10/15
595,m02766,add,kegg_alt,C16794,,,,updating KEGG annotations,2/10/15
596,m02791,add,kegg_alt,C05961,,,,updating KEGG annotations,2/10/15
597,m02791,add,kegg_alt,C05963,,,,updating KEGG annotations,2/10/15
598,m02797,add,kegg_alt,C09063,,,,updating KEGG annotations,2/10/15
599,m02811,add,kegg_alt,C02728,,,,updating KEGG annotations,2/10/15
600,m02823,add,kegg_alt,C02953,,,,updating KEGG annotations,2/10/15
601,m02825,add,kegg_alt,C20153,,,,updating KEGG annotations,2/10/15
602,m02876,add,kegg_alt,C18953,,,,updating KEGG annotations,2/10/15
603,m02900,add,kegg_alt,C11175,,,,updating KEGG annotations,2/10/15
604,m02909,add,kegg_alt,C00162,,,,updating KEGG annotations,2/10/15
605,m02916,add,kegg_alt,D07431,,,,updating KEGG annotations,2/10/15
606,m02917,add,kegg_alt,C00644,,,,updating KEGG annotations,2/10/15
607,m02917,add,kegg_alt,C01096,,,,updating KEGG annotations,2/10/15
608,m02937,add,kegg_alt,C00492,,,,updating KEGG annotations,2/10/15
609,m02937,add,kegg_alt,C00713,,,,updating KEGG annotations,2/10/15
610,m02947,add,kegg_alt,C06125,,,,updating KEGG annotations,2/10/15
611,m02953,add,kegg_alt,C00599,,,,updating KEGG annotations,2/10/15
612,m02968,add,kegg_alt,C04555,,,,updating KEGG annotations,2/10/15
613,m02977,add,kegg_alt,C05446,,,,updating KEGG annotations,2/10/15
614,m03002,add,kegg_alt,C16166,,,,updating KEGG annotations,2/10/15
615,m03004,add,kegg_alt,C16170,,,,updating KEGG annotations,2/10/15
616,m03005,add,kegg_alt,C02249,,,,updating KEGG annotations,2/10/15
617,m03007,add,kegg_alt,C16179,,,,updating KEGG annotations,2/10/15
618,m03012,add,kegg_alt,C16180,,,,updating KEGG annotations,2/10/15
619,m03013,add,kegg_alt,C16645,,,,updating KEGG annotations,2/10/15
620,m03014,add,kegg_alt,C16180,,,,updating KEGG annotations,2/10/15
621,m03017,add,kegg_alt,C16179,,,,updating KEGG annotations,2/10/15
622,m03018,add,kegg_alt,C16180,,,,updating KEGG annotations,2/10/15
623,m03025,add,kegg_alt,C02050,,,,updating KEGG annotations,2/10/15
624,m03026,add,kegg_alt,C00353,,,,updating KEGG annotations,2/10/15
625,m03029,add,kegg_alt,C02249,,,,updating KEGG annotations,2/10/15
626,m03029,add,kegg_alt,C16164,,,,updating KEGG annotations,2/10/15
627,m03033,add,kegg_alt,C16165,,,,updating KEGG annotations,2/10/15
628,m03034,add,kegg_alt,C16164,,,,updating KEGG annotations,2/10/15
629,m03036,add,kegg_alt,C00848,,,,updating KEGG annotations,2/10/15
630,m03036,add,kegg_alt,C02108,,,,updating KEGG annotations,2/10/15
631,m03095,add,kegg_alt,C06131,,,,updating KEGG annotations,2/10/15
632,m03117,add,kegg_alt,C17715,,,,updating KEGG annotations,2/10/15
633,m00035,add,kegg_alt,D00628,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
634,m00305,add,kegg_alt,C08368,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
635,m00669,add,kegg_alt,C00671,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
636,m00788,add,kegg_alt,C02794,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
637,m00812,add,kegg_alt,G10531,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
638,m01629,add,kegg_alt,C01420,metacyc manual,manually reviewed with the aid of metacyc's metabolite translation service,,updating KEGG annotations,2/10/15
